Sorterings ID	Data type	Navn DE/ENG	Navn DK	UUID	Global Opvarmning, modul A1-A3	Global Opvarmning, modul C3	Global Opvarmning, modul C4	Global Opvarmning, modul D	Deklareret faktor (FU)	Deklareret enhed (FU)	Masse faktor	Masse enhed	Url (link)	Kommentar	RVT2024
#G0581	Generisk data	Fassadenfarbe silikonharzfarbe	Overflade, Facademaling, silikoneharpiks	81b6557b-2afd-5054-b748-79fad2c141f1	1,374060118	0	0,016092732	-0,00370431	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/b923c64c-2da3-4f0c-ada3-5d1eeb884880?version=20.23.050		
#G0877	Generisk data	Innenfarbe dispersionsfarbe scheuerfest	Overflade, Indendørsmaling, emulsions maling, slidstærk	feeb3b0a-b190-5285-a8d1-153d24e22974	2,529546087	0	0,016092732	-0,004666847	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/fd7496b3-e4d0-45f6-838b-4db5bc3a66e8?version=20.23.050		
#G0606	Generisk data	Kalkfarbe	Overflade, Kalkmaling	e0bf2e1a-148c-5d14-a96a-597aefe3fc06	0,930250529	0	0,017601035	0	1	kg	0,2	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/5a4cd709-d5a4-40ba-9557-d7a546bb4ce0?version=20.23.050		
#G0990	Generisk data	Metalllack (lösemittelbasiert)	Overflade, Metal maling (opløsningsmiddelbaseret)	0a758688-df9d-514a-a123-3a393d25dd08	2,222789023	0,144027728	0	-0,031226034	1	M2	0,21	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/b2a5f872-5e24-461c-a6e4-88ef88ad7c8c?version=20.23.050		
#G0502	Generisk data	Metallbeschichtung (wasserbasiert)	Overflade, Metalcoating (vandbaseret)	86914102-0676-50c4-a5cd-6ca6e9dbcb94	1,976769058	0,248515274	0	-0,053902083	1	M2	0,29	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/af88e99e-5662-41cf-bf12-d963cd8d0c4e?version=20.23.050		
#G0487	Generisk data	Lösemittellack weiß	Overflade, Opløsningsmiddelbaseret lak, hvid	dc2647d6-b69a-5af8-808f-9cf820125c1f	3,08216642	0,685846322	0	-0,148695402	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/511b2af7-f9b9-4e1f-8b9e-fd4ac548aa6c?version=20.23.050		
#G0563	Generisk data	Parkettlack grundierung, holz, wasserverdünnt	"Overflade, Parket lak (primer til træ; fortyndet med vand)"	ee75909d-215c-5a26-8597-a9c318d460f6	3,378821231	0,913983521	0	-0,198260536	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/b97c7ace-c925-4c13-be59-d338fcc77f6b?version=20.23.050		
#G0324	Generisk data	Parkettlack transparent	Overflade, Parket lak transparent	c986fd4a-966f-5b6b-b2d7-9e2c9f0bfc74	1,914227708	0,913983521	0	-0,198260536	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/f2e87b9c-45a7-4b6c-bd81-1abb81e061e1?version=20.23.050		
#G0226	Generisk data	Pulverbeschichten von metallen	Overflade, Pulver coating af metal	3ee01594-86b9-5f66-9766-9101aafb155b	3,766157718	0,20558173	0	-0,044608621	1	M2	0,18	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/1d5bba40-a703-4d90-83fd-15593f5936b4?version=20.23.050		
#G0144	Generisk data	Pulverlackierung (industrie, außenbereich, weiß)	Overflade, Pulverlakering (Industri, udendørs, hvid)	a6baaece-5a56-5fcc-a1d2-5d272f544d16	4,543001674	1,046980188	0	-0,270138918	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/655a3a77-ab75-4553-a706-655d1de10292?version=20.23.050		
#G0970	Generisk data	Lacksysteme holzfassade halb-pigmentiert (lasursystem)	Overflade, træfacade, semi-pigmenteret lasursystem	57c39f05-f514-5456-8a1d-f2e572bcba72	2,529628442	0,837847526	0	-0,21961127	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/a7829637-2436-489c-9e94-6642817e1926?version=20.23.050		
#G0318	Generisk data	Lacksysteme holzfassade deckend (decklacksystem)	Overflade, Træmaling, udendørs, dækkende (topcoat-system)	20fb4b6d-2ff1-5c7b-b7e4-83091904e9aa	2,567733363	0,837847526	0	-0,21961127	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/2662edec-0657-4889-bf64-4e811ac8e652?version=20.23.050		
#G0229	Generisk data	Lacksysteme holzfenster grundierung weiß	Overflade, trævinduer, hvid grunder	b7811c8f-7f85-5d98-a127-1c2c8b2c7272	1,89303595	0,785564361	0	-0,205054283	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/9b8c0626-bb59-43f5-86dd-97484cc5d4c1?version=20.23.050		
#G1000	Generisk data	Wasserlack weiß	Overflade, Vandbaseret lak, hvid	bdf3fca1-4305-5ece-addb-9b3037863c02	1,908331432	0,856949221	0	-0,185869253	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/3ec35876-5628-4749-a50c-f96e02a7e09e?version=20.23.050		
#G0906	Generisk data	Lacksysteme holzfenster decklack weiß	Overflade, Vinduesmaling, hvid	376efc98-123a-501e-9f0e-b949bcbfe106	1,89303595	0,785564361	0	-0,205054283	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/9a0a1631-fccc-43bc-8911-817cbb79f49b?version=20.23.050		
#G1038	Generisk data	Lacksysteme holzfenster zwischenbeschichtung deckend weiß	Overflade, Vinduesmaling, mellemlag dækkende hvid	4b4594f7-86b9-5dfa-be9b-cf1bca614d9e	1,957154688	0,785564361	0	-0,205170954	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/b347b33b-8a05-4d0a-83c4-1337c986a775?version=20.23.050		
#G0261	Generisk data	Zellulosefaserplatten	Papiruldsplader	f83b9fdd-ec72-5882-9bcc-b766cf9914d6	-1,173575334	148,0314736	0	-30,76932803	1	M3	80	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/acf6b988-2458-4ddc-aef8-9a6cd3a78485?version=20.23.050		
#G1166	Generisk data	Mehrschichtparkett (generisch)	Parket, flerlag (tykkelse 0,01 m)	e0115a84-0aa1-5de0-8c64-4a9ed0c9c2cb	-3,86	11,88	0	-3,333	1	M2	6,5	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/ed739600-fbd0-4b3e-b577-453778a5270e?version=20.23.050		
#G1009	Generisk data	Pelletkessel < 20 kw	Pellet-kedel, <20 kW	6b418a2f-f897-5794-a6d0-40b827e0fcb4	1146,888141	0	3,527016084	-343,0293465	1	stk	335	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/b35b5d3f-ba8d-4dab-84c1-d32ca56f8e7d?version=20.23.050		
#G0576	Generisk data	Perlite 0-1	Perlite 0-1 mm	8fb7c9dc-dbf7-5f56-bd6e-869783a65b4b	0,041333607	0	0	0	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/07d95427-572c-413c-ab1a-ef5e991c69ef?version=20.23.050		
#G0812	Generisk data	Perlite 0-3	Perlite 0-3 mm	65ef3859-ef4c-560a-bf43-625fd365305b	0,565071466	0	0	0	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/e9cee0e5-e898-45dc-8431-a3ce91acb787?version=20.23.050		
#G0796	Generisk data	Pelletkessel 20-120 kw	Pillefyr, 20-120 kW	245ed544-564a-550f-af0d-0d150ac8cace	2320,648066	0	5,656240605	-856,0424093	1	stk	833	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/3a5143bc-b790-4ee2-9952-2ec580023d43?version=20.23.050		
#G1253	Generisk data	Bims-planstein (sfk-4)	Pimpsten (SFK-4)	8db9f188-2b6d-52b9-b1ac-42e4500c264e	81,40335316	6,65276823	0	-1,298907813	1	M3	900	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/8aa75389-7865-41ad-9763-6252c5ab1fe5?version=20.23.050		
#G0580	Generisk data	Bimssand	Pimpsten 0-4 mm	a3bb4942-84ba-5fe7-8e93-02a79f70c293	0,009686569	0	0	0	1	kg	800	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/050c82cc-9f07-48c2-a365-c41b1fa4fb1e?version=20.23.050		
#G0522	Generisk data	Bims schotter	Pimpsten, grus	9432b03a-d56d-5317-9246-613dab728b5e	0,009709473	0	0	0	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/6d3a545c-07b1-4d65-8fa9-2574dca3f8d9?version=20.23.050		
#G0916	Generisk data	Pir hartschaum	PIR-skum, høj densitet (250 kg/m3)	bae9226f-4485-5cff-90cf-8940a046b862	99,15142173	77,69708023	0	-25,04140733	1	M3	250	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/c2ba651c-00bf-4f69-a0dc-a6a5fe680652?version=20.23.050		
#G0552	Generisk data	Kunststoffprofil cr (chloropren-kautschuk)	Plast profil CR (chloropren gummi)	03672b65-e3ff-54ce-afff-55a6c46f9c0c	5,864381312	3,566854415	0	-0,888962022	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/2d81c58c-1cd9-40be-b7d2-96d7de6b9296?version=20.23.050		
#G0964	Generisk data	Kunststoffprofil sbr	Plast profil SBR	cd51e6e2-d95c-5212-a8ae-0ff2c6e65a79	4,129022973	3,136660514	0	-1,300809341	1	kg	400	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/4e679d88-9a0f-4ada-9210-5a6e1e020771?version=20.23.050		
#G0943	Generisk data	Transparente platten pc	Plastplade, transparent, PC	8f12a3c9-63b2-58ff-ada2-b2614ade546d	5647,724375	3658,561898	0	-1145,129899	1	M3	1200	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/690ebc5b-80ad-47c3-8d26-8db3504c7d81?version=20.23.050		
#G0827	Generisk data	Transparente platten pmma, extrudiert	Plastplade, transparent, PMMA ekstruderet	f5109d46-f48d-56d6-bbca-f682b7a33e3e	5491,995149	2886,975009	0	-953,7178206	1	M3	1190	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/eda737e1-1012-4324-aff5-d070800468ab?version=20.23.050		
#G0614	Generisk data	Transparente platten pmma, gegossen	Plastplade, transparent, PMMA støbte	0cf4636c-9f15-5351-bb10-28b3a9e74052	5953,296529	2886,975009	0	-953,7178206	1	M3	1190	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/73f1bfa7-c79e-4129-bf1a-eee28cc3c85f?version=20.23.050		
#G0737	Generisk data	Transparente platten pvc	Plastplade, transparent, PVC	91906118-a928-5bda-9ed6-2115dbda7449	3660,371682	3038,255837	0	-624,7110156	1	M3	1220	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/4a2a46c8-b646-4cf5-b2d7-72c2c1a27fae?version=20.23.050		
#G0629	Generisk data	Kunststoffprofil silikon	Plastprofil, silikone	0355538a-bf9f-52ac-8988-28a8b15d0139	7,694497658	1,014073285	0	-0,296071583	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/56674647-992d-4d42-8955-fb3617c1404e?version=20.23.050		
#G0572	Generisk data	Polybutadien-rohr (pb)	Polybutadiene rør (PB)	d8d28e66-1a1e-51b8-8074-21eeef5a32dc	4,001590031	3,220206062	0,001609273	-1,222930415	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/5a9bb863-f67d-4b2c-b34f-3eb8ed1c8b42?version=20.23.050		
#G0656	Generisk data	Polycarbonatplatte	Polycarbonatplade	11700a1f-0c70-57ea-b1b8-73fcd0e5d3d7	5,498203706	3,325945993	0	-0,875488328	1	kg	1200	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/3f617412-e411-4b33-b81f-27e1ec0a6545?version=20.23.050		
#G0687	Generisk data	Polyethylen-schaum	Polyethylen-skum	8926552b-c77d-5069-9a28-25e2f39fae06	2,921178473	3,982506226	0	-1,384202743	1	kg	30	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/fa802cb7-a64d-48b3-b928-0f9976420d37?version=20.23.050		
#G0650	Generisk data	Schüttung aus polystyrolschaumstoff-partikeln (zementgebunden)	Polystyren granulat (cementbundet)	2d9106c0-e4e3-5dad-a864-3ac9afc654b4	162,1127967	103,3787871	0	-36,24151213	1	M3	350	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/84e317e1-9d87-4246-bd95-0777aaf2dc3f?version=20.23.050		
#G0161	Generisk data	Schüttung aus polystyrolschaumstoff-partikeln (ohne bindemittel)	Polystyren skumfyldning (uden bindemiddel)	ca6d1c80-881e-533a-b93d-4a0714d72227	48,96915573	55,38149307	0	-19,41509579	1	M3	15	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/198043f5-de31-4fab-a300-53639b983dd1?version=20.23.050		
#G0632	Generisk data	Polyurethan hartschaum (rohrisolierung)	Polyurethanskum (rørisolering)	b16c0c20-5870-5094-af5f-5fda20c3f063	152,9945977	2,734124116	0,001760104	-0,79749236	1	M3	30	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/fb68a5d1-82eb-4e36-b5bd-8db0f3ee7a6d?version=20.23.050		
#G0973	Generisk data	Porenbeton p4 05 unbewehrt	Porebeton 472 kg/m³	3715785d-e3bf-5d48-80e6-00324fadfc89	224,8303303	3,193516419	0	-0,743220465	1	M3	472	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/3c6051d0-2062-4a92-9f4c-0d48c911978d?version=20.23.050		48
#G0242	Generisk data	Porenbeton p4 05 bewehrt	Porebeton 474 kg/m³, armeret	ea5e04b7-158f-56bf-9109-e0c814a287b1	261,960345	3,381067849	0	3,461605195	1	M3	500	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/34aa0d55-ab02-41f0-84e1-f8a28cc6280e?version=20.23.050		
#G0746	Generisk data	Porenbeton granulat	Porebeton granulat	cd0fa83c-b0c0-5a93-bff8-95b8d22ebd10	5,557822687	2,706369847	0	-0,629847852	1	M3	400	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/907545ae-8eac-47a7-9b1b-47a474a16749?version=20.23.050		
#G1056	Generisk data	Propan (r290)	Propan (R290)	758056c9-93af-5869-a423-b5a19d8b0346	0,637962334	0	0	-0,528312184	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/9e9a625d-28eb-4dbd-8278-6da8088ab8a1?version=20.23.050		
#G1021	Generisk data	Gips kalk putz	Puds, gips	49e6e40b-3e2b-5f1c-9251-86606059175a	129,1355709	0	16,20245846	0	1	M3	900	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/a3c3d772-142f-4494-ab5e-c3eb604bbe55?version=20.23.050		
#G0355	Generisk data	Gipsputz (innen)	Puds, gips-kalk	f0329a70-2610-5b34-a5b7-6082cd85fc74	112,2778659	0	16,17245846	0	1	M3	900	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/f8e81ff6-1886-482e-9a78-7b1246a8c8f9?version=20.23.050		
#G0645	Generisk data	Kalk-gips-innenputz	Puds, kalk-gips, inde	c496d531-3138-505a-b701-65081993a830	196,9158782	0	14,48345846	0	1	M3	900	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/4906fae7-6013-4d08-a765-642314c0bfd2?version=20.23.050		115
#G0790	Generisk data	Kunstharzputz	Puds, syntetisk harpiks	81b5b1b6-296b-5b5e-a55f-07ed9efea47f	1159,591764	0	27,35764375	0	1	M3	1700	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/8a29439a-9d91-44e7-b157-1432b44937f9?version=20.23.050		
#G0309	Generisk data	Pur-dichtmasse	PUR fugemasse	f6849492-bcc4-5612-91ae-d9301d256ca2	5,573246936	2,653672651	0	-0,723268199	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/302acb89-846f-400c-ba6e-84640d360c1d?version=20.23.050		
#G1122	Generisk data	Unterspannbahn pur auf pet-vlies	PUR-underlag på PET-flis (tykkelse 0,0005 m)	51aa1fca-4bcd-5192-8c67-ac6ef9fc376c	0,772415032	0,541135463	0	-0,147489986	1	M2	0,2	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/d4dc2df9-deda-4b02-bb0d-952ce44d2fe6?version=20.23.050		
#G0858	Generisk data	Pvc fußbodenbelag	PVC gulvbelægning	4dcaf13b-44a4-540a-bfa8-996290a64f26	7,605242774	8,218233002	0	-1,689792091	1	M2	3,3	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/788de5d9-a671-4cd6-9e86-760bb5203ec1?version=20.23.050		
#G1006	Generisk data	Pvc plastisol	PVC plastisol	a7d3b51c-09bf-556d-b9b4-e84598d74e29	2,32547483	2,075550485	0	-0,426715175	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/658b2d08-fd24-4d43-a469-203d594b2278?version=20.23.050		
#G0296	Generisk data	Heizkörper	Radiator, stålplade	f9bae892-ab98-50ed-b841-d8d21ac45d80	4,513882558	0	0,000880052	-1,298593693	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/190aaf0f-6599-4886-abf0-b067d4083179?version=20.23.050		
#G0690	Generisk data	Regenabflussrohr sml	Regnvandsrør, støbejern	59b152ed-5c70-5874-b504-a809964ec12f	0,641231441	0	0	0,120389134	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/0ff1831a-bca2-44d0-a277-e416eb8a9b5a?version=20.23.050		
#G0800	Generisk data	Fahrtreppe - Grundkomponenten (unabhängig von der Förderhöhe)	Rulletrappe (grundkomponenter pr. trappe)	ebc41d1f-8644-537c-b44f-82efd38285cf	12873,63304	81,44879673	14,28418878	-4376,324181	1	stk	4076	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/2f4fd218-4f75-4657-aed8-b6f13e83dfc5?version=20.23.050		
#G0453	Generisk data	Fahrtreppe - Komponenten (förderhöhenabhängig)	Rulletrappe (komponenter, som er afhængige af højden)	58547c87-1434-5b92-9598-374327299060	2602,910216	25,01196373	2,486449859	-971,9227241	1	stk	800	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/7ab14975-7e67-4226-9f08-c63448e6b70a?version=20.23.050		
#G0432	Generisk data	Rohre für strom-wärmepumpe (wasser-wasser) 10 kw	Rør til el-varmepumpe (vand-vand) 10 kW	485b1080-024f-527a-869f-8f8c5ce6227d	133,2707171	0	0,015840932	-23,37468647	1	stk	33	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/02b43df9-fe34-4839-ac3e-5b47cc5f7674?version=20.23.050		
#G0401	Generisk data	Rohre für strom-wärmepumpe (wasser-wasser) 20 kw	Rør til el-varmepumpe (vand-vand) 20 kW	bb44e13d-889d-5a29-a6ca-71545c5bc788	171,5457464	0	0,015840932	-23,37468647	1	stk	48	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/bbc25eaf-d126-4649-b8fa-0e90b67d314f?version=20.23.050		
#G0095	Generisk data	Rohre für strom-wärmepumpe (wasser-wasser) 70 kw	Rør til el-varmepumpe (vand-vand) 70 kW	05bc582f-6730-5bfd-8ee5-76daa1fdc645	410,6816959	0	0,015840932	-23,37468647	1	stk	123	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/4270c3ec-7943-4bac-99de-d53043f0f33c?version=20.23.050		
#G0470	Generisk data	Abwasserrohr abs	Rør, Afløbsrør, ABS	67833929-5030-56fb-99c9-343f86df0ef3	4,35146356	2,551459839	0	-1,143840853	1	kg	1050	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/9099dfdd-22a6-4dee-9b60-0e90701e9d99?version=20.23.050		
#G0119	Generisk data	Abwasserrohr pvc	Rør, Afløbsrør, PVC	d1427bbd-e2a8-5e53-ba85-16ac2458afef	2,594541158	2,282903614	0	-0,558143172	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/61e47e03-7a7d-48db-a48a-f5368266f7f5?version=20.23.050		
#G0611	Generisk data	Abwasserrohr pp	Rør, Kloakrør PP	1849b424-c333-505c-a287-32f8b29b9349	2,497115562	3,452316249	0	-1,426767736	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/88558ef9-479f-405e-9e94-e36f817a3620?version=20.23.050		
#G0174	Generisk data	Abwasserrohr pvc	Rør, Kloakrør PVC	a87d5ce7-5557-5953-9b9a-addfee0c233d	2,594541158	2,282903614	0	-0,558143172	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/61e47e03-7a7d-48db-a48a-f5368266f7f5?version=20.23.050		
#G0496	Generisk data	Polypropylen-rohr (pp)	Rør, polypropylen (PP)	9279a6dd-6fac-514f-b5cb-42932241e771	2,497115562	3,220206062	0,001609273	-1,222930415	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/8c53cf57-5414-449f-9a1e-c0041657fd50?version=20.23.050		
#G0207	Generisk data	Regenabflussrohr pvc	Rør, Regnvandsrør, PVC	a58cf4e2-563c-5fe6-8cf4-4dd856e571ce	2,243915844	2,282903614	0	-0,558143172	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/5030f4d2-b8ae-4a72-9c76-e21b0a7d9089?version=20.23.050		
#G0698	Generisk data	Sand 0/2	Sand 0-2 mm	ceba2c85-4621-52a1-824e-3237ee5ffec9	0,002619545	0,006765925	0	-0,00157462	1	kg	1350	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/8125026b-602d-47d5-9087-7470c457d10a?version=20.23.050		
#G0321	Generisk data	Sand 0/2 (getrocknet)	Sand 0-2 mm, tørret	a85fb518-b2ff-5c16-abd1-b18b4296aaf3	0,032837115	0,007391965	0	-0,001443231	1	kg	1350	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/2aff655f-5c9b-4d40-8c14-11b366aba6c9?version=20.23.050		
#G0940	Generisk data	Brechsand 0/2 (getrocknet)	Sand, knust, tørret	23edf810-6e95-50b7-8390-c21baae4f7aa	0,027318428	0,006765925	0	-0,00157462	1	kg	1350	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/6d5a2172-9fb7-4dc6-914a-5cd09d6afdbd?version=20.23.050		
#G0284	Generisk data	Sanitärkeramik	Sanitetskeramik	e7055fd5-6c3c-524c-b3e4-e921d45d7781	2,686401566	0	0,017601035	0	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/63c1d882-db0e-42cd-ba84-63adce5deb93?version=20.23.050		
#G1301	Generisk data	Voranstrich (Silikat-Dispersion)	Silikatmaling (indendørs)	07790411-2ffc-5273-9c50-92c66f4d18bc	0,586899503	0	0,017601035	0	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/d6dc8844-4d8a-4abe-8ce9-db39c965f5bf?version=20.23.050		116
#G1302	Generisk data	Fassadenfarbe silikat-dispersionsfarbe	Silikatmaling (udendørs)	7b42dc68-6359-53e6-bd80-7895cd9d9dc4	1,450921275	0	0,016092732	-0,004083491	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/656568b3-6a42-4a6e-917d-4ddcc3dca17b?version=20.23.050		117
#G0933	Generisk data	Splitt 2/15	Singels 2-15 mm	aef9da0d-97d4-53ab-ac8e-e39669722ca3	0,00784069	0,006765925	0	-0,00157462	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/d47c49c6-fb84-4b33-9710-bb442180823b?version=20.23.050		
#G1128	Generisk data	Schieferplatten	Skifer	59587549-eff9-5cb0-9e3a-f522e5f263c3	15,38874933	0,202977739	0	-0,047238589	1	M2	30	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/8847396e-ce82-433d-9f65-8bc144a2a7a4?version=20.23.050		148
#G1064	Generisk data	Schornstein gemauert (einzügig)	Skorsten opmuret (1 rør)	8f7e4047-4208-5aaf-8ba5-0a61e3665196	24,70953857	0	1,73018177	0	1	m	98,3	kg/m	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/1778444e-e7a5-46dc-8260-64afe41f8a2e?version=20.23.050		
#G0842	Generisk data	Schornstein gemauert (zweizügig)	Skorsten opmuret (2 rør)	4adc3d72-58ee-5258-89f8-4b5b89d02f80	49,22671289	0	3,442076064	0	1	m	195,6	kg/m	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/5b35df13-7d69-43a5-9532-98f62bc2f460?version=20.23.050		
#G0505	Generisk data	Schornstein edelstahl (einwandig)	Skorsten stål (enkelt væg)	d8da3823-6ec7-5f88-865b-0a4ded55a30e	4,193226722	0	0,000880052	-1,177867543	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/97baa88a-6528-41c3-8943-1ee8094645f5?version=20.23.050		
#G0684	Generisk data	Schornstein polypropylen (pp)	Skortsten polypropylen (PP)	2a1a0764-6379-5c43-a911-88fa672f0800	2,402388294	2,734124116	0,001760104	-0,79749236	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/3cf1e41b-66b6-4475-b69c-8866e267a02f?version=20.23.050		
#G0978	Generisk data	Splittmastixasphalt (sma)	Skærvemastisk asfalt (SMA)	bb0ebd6a-6a6a-58ed-a58a-1bbd6154e6b7	0,077441423	0	0	-0,017009508	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/78fb80c2-6d74-49fe-97fa-4d436af75106?version=20.23.050		
#G0334	Generisk data	Schotter 16/32	Skærver 16-32 mm	e1bf7c7a-a438-522f-8915-c7f3b3d2706f	0,00784069	0,006765925	0	-0,00157462	1	kg	1400	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/85fc79d8-ba39-4236-993e-eeb928d9ae6f?version=20.23.050		
#G0446	Generisk data	Hüttenstein	Slaggebeton, sten	f1229fb2-17fc-59a9-b736-08b9e366c8bb	356,852715	10,34875058	0	-2,020523264	1	M3	1400	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/9fb201e2-741a-49bb-871d-098bfa312f8e?version=20.23.050		
#G1238	Generisk data	Schmelzkammergranulat	Smeltekammergranulat	b728ab02-e429-5bb9-9c71-8c670192715c	0	0	0	0	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/05655326-c0c0-4225-8ca4-987f112fc2ce?version=20.23.050		
#G0754	Generisk data	Sonnenschutztuch	Solafskærmning, polyethylenterephthalat (PET)	4075c8a0-27a7-56ae-8508-ecaf26ed9e2d	2,49017437	1,10231269	0	-0,257916512	1	M2	0,4	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/3511337e-eca7-487b-b185-a819a4b238ed?version=20.23.050		
