Sorterings ID	Data type	Navn DE/ENG	Navn DK	UUID	Global Opvarmning, modul A1-A3	Global Opvarmning, modul C3	Global Opvarmning, modul C4	Global Opvarmning, modul D	Deklareret faktor (FU)	Deklareret enhed (FU)	Masse faktor	Masse enhed	Url (link)	Kommentar	RVT2024
#G0477	Generisk data	Fußbodenheizung kupfer (100 mm abstand)	Gulvvarme, PEX (200 mm afstand)	16553ee7-3c92-53b5-a44d-b624fada110e	21,73103721	3,161642571	0,01003259	-5,056231276	1	M2	5,7	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/f55e9321-9133-4259-8abe-fe9cd8ae9171?version=20.23.050		
#G0719	Generisk data	Fußbodenheizung kupfer (200 mm abstand)	Gulvvarme, PP (200 mm afstand)	4972470a-8f44-5c9f-b18a-70018cdc1c8b	12,64749499	3,161642571	0,005808342	-3,033027537	1	M2	3,3	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/1a068fac-fca7-4891-8891-4511e1711b4c?version=20.23.050		
#G0927	Generisk data	Fußbodenheizung pex (200 mm abstand)	Gulvvarme, kobber (100 mm afstand)	c9105cf8-dd7e-5574-8fd9-62ac1970953c	4,848536019	4,918110665	0,002464145	-1,570837018	1	M2	1,4	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/03c47c52-3265-49d9-8804-6c447031ce73?version=20.23.050		
#G0140	Generisk data	Fußbodenheizung pex (100 mm abstand)	Gulvvarme, kobber (200 mm afstand)	2ba55bb2-dca3-5252-800f-35235bdb9f8b	6,133119259	6,67457876	0,003344197	-2,131850239	1	M2	1,9	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/87860f4c-ffd2-4fd9-a381-04b3975c28ae?version=20.23.050		
#G0936	Generisk data	Fußbodenheizung pp (200 mm abstand)	Gulvvarme, rørsystem, PEX, 100 mm afstand	e58f3e85-0f80-512a-ad6a-b85d48367902	4,765124002	4,918110665	0,002464145	-1,570837018	1	M2	1,4	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/6e50c70d-3339-4118-b5be-4f27d5bca333?version=20.23.050		
#G0595	Generisk data	Gummi-bodenbelag mit schaumstoffbeschichtung en 1816	Gummigulve med skumbagside EN 1816	1f2840fe-8c6e-506f-a77f-635ce798df6a	11,53168387	10,98361714	0	-5,416235943	1	M2	3,82	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/3da2134f-da14-40fe-9861-84d4ccee9fef?version=20.23.050		
#G1079	Generisk data	Gummi-bodenbelag profiliert en 12199	Gummigulve profileret EN 12199	f13c5b6c-953d-5960-aec7-edfb4a84fa9d	12,76775879	13,85890958	0	-6,834098755	1	M2	4,82	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/df441c17-25cb-4a50-add5-a2928933903d?version=20.23.050		
#G0608	Generisk data	Kautschuk-dichtmasse	Gummitætning	0dec7883-8ef2-5f24-a499-aa79051f7a79	3,64710794	3,039350408	0	-0,888214748	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/eee26d67-c05d-4c1c-8502-0e42c91f37fc?version=20.23.050		
#G0713	Generisk data	Hanfvlies	Hampfiberdug	86786ae9-19dc-5c08-a0d6-cc1e71a9cbf4	14,1699761	82,19309449	0	-17,87654359	1	M3	38	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/6505a4d0-df9a-4f7f-8a10-fa4ef36629ad?version=20.23.050		
#G0533	Generisk data	Hpl-platte	HPL- plade	e714ed2e-3f08-50fe-af53-45ca0d6d0b87	-239,9688537	2332,599091	0	-544,189755	1	M3	1400	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/b2afc2f7-d973-442f-bda4-5d37a047534f?version=20.23.050		
#B1346	Branche data	-	Huldæk element, 22 cm, 6-10 forspændingsliner	daa11502-050c-40b1-83fe-aeb78a97dc4d	49,8	1,04	0,76	-0,705	1	M2	344,6	kg/m²	https://www.epddanmark.dk/media/ksolk4dz/md-20017-da_rev2-betonelement-foreningen.pdf		
#B1354	Branche data	-	Huldæk element, 32 cm, 11-17 forspændingsliner	ebfd477a-4b8f-44c9-8af5-f9f3930aa89b	67,9	1,37	1	-0,925	1	M2	451,4	kg/m²	https://www.epddanmark.dk/media/ksolk4dz/md-20017-da_rev2-betonelement-foreningen.pdf		
#B1350	Branche data	-	Huldæk element, 32 cm, 6-10 forspændingsliner	e88f66cc-eab3-41c8-a056-4879376aa232	66,4	1,4	1,03	-0,953	1	M2	459,6	kg/m²	https://www.epddanmark.dk/media/ksolk4dz/md-20017-da_rev2-betonelement-foreningen.pdf		
#G0404	Generisk data	Flachsvlies	Hørfiberdug	c935c02d-6c76-53d9-be5c-11faf291f1b5	33,82186337	82,19309449	0	-17,87654359	1	M3	38	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/1edb805d-08dc-461e-8195-05a9865470d0?version=20.23.050		
#G0691	Generisk data	Calziumsilikatplatte	Kalciumsilikatplade	c59da102-e025-57cf-bf6c-9e18e2fc65ec	564,8954744	5,933192058	0	-0,324726953	1	M3	225	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/e76bbf03-1aa3-4ebd-90b9-8abfeabb9766?version=20.23.050		138
#G0880	Generisk data	Calciumsulfatestrich	Kalciumsulfat	dadeb077-15dd-500b-92bc-3b9234bdf098	0,105941391	0	0,016092732	0	1	kg	1500	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/8e1613f4-ef3e-4f4e-b337-c755c08cad6b?version=20.23.050		
#G0248	Generisk data	"Kalk (cao; feinkalk)"	Kalk, malet	8a038f5e-0aef-5f49-a79f-3ea147c91718	1,462313398	0	0	0	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/d63868d0-5a54-40fd-ad33-5eee2b0228e1?version=20.23.050		
#D1580	Dansk generisk data	-	Kalkcementmørtel	198b40b0-af2f-53e9-990b-08fa862e069b	273,9	2,981	0,9042	-1,818	1	ton	1850	kg/m³	https://vbn.aau.dk/da/publications/udvikling-af-dansk-generisk-lca-data?		59
#G0217	Generisk data	Kalkputzmörtel	Kalkpuds	b023edd9-074f-5e9d-a870-c67b82d03c3e	397,708601	0	28,96691691	0	1	M3	1800	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/54e731d4-b14d-48eb-bbe5-02eb19e6a7e3?version=20.23.050		
#G1041	Generisk data	Kalk-innenputz	Kalkpuds, tørstof	5fb821fa-d4d2-5cc1-8ea8-8c158e2c9b81	192,9897537	0	14,48345846	0	1	M3	900	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/e0fdab1d-684b-44a5-8453-ef0f887addab?version=20.23.050		
#D1511	Dansk generisk data	-	Kalksandsten	af6c5484-67d6-5b7c-bd1b-516a0824261f	229,9	2,75	15,4	-4,041	1	ton	1800	kg/m³	https://vbn.aau.dk/da/publications/udvikling-af-dansk-generisk-lca-data?		144
#G1114	Generisk data	Steinzeugfliesen glasiert	Keramikfliser, glaseret	25cf5586-4d7e-56f6-ad37-11cbd7df1f06	6,043865057	0,147839294	0	-0,028864618	1	M2	20	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/422b43de-406b-46fa-8a87-c5d446fba399?version=20.23.050		134
#G0340	Generisk data	Steinzeugfliesen unglasiert	Keramikfliser, u-glaseret	d5e3af1b-87bf-5061-a6bd-5ba4c38f3e49	6,714032808	0,147839294	0	-0,028864618	1	M2	20	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/3830f872-628b-4e3f-8370-b7c6efcfcc70?version=20.23.050		
#G0369	Generisk data	Furnierschichtholz (generisch)	Kertotræ (LVL)	5e9cb921-b1a4-5955-9b7d-6a3a05835201	-424,3993945	1010,227601	0	-235,7268146	1	M3	465,7	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/6931f21e-27bd-4eb4-b80a-f1eab2817ee0?version=20.23.050		83
#G0303	Generisk data	Chlorodifluormethan (r22)	Klordifluormethan (R22)	ac7c107e-9855-5735-9518-b8de44f9da58	7,919662138	0	0	1,565274583	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/3e5bc771-47de-4d5f-b01c-d64eec397dce?version=20.23.050		
#G0986	Generisk data	Gas-brennwertgerät < 20 kw (standgerät)	Kondenserende gaskedel <20 kW (standalone enhed)	02a89881-dd6c-56e7-877b-8f02a8a5b1de	735,6810715	20,56368387	2,030453166	-152,2404018	1	stk	133	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/230a51a2-2892-414f-9357-49e1df9fb9d0?version=20.23.050		
#G0547	Generisk data	Gas-brennwertgerät < 20 kw (wandgerät)	Kondenserende gaskedel <20 kW (væg enhed)	2c23dbce-99ad-541f-8328-98492e74475c	470,1721134	13,1498937	1,29739683	-97,30358997	1	stk	85	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/31b5024e-90db-4fc8-b6f8-b8919a54eff9?version=20.23.050		
#G0873	Generisk data	Gas-brennwertgerät 120-400 kw (standgerät)	Kondenserende gaskedel 120-400 kW (standalone enhed)	ab788b4f-890b-56e0-9f61-eac38e796adf	3456,86016	152,2038279	3,431664235	-1126,764952	1	stk	974	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/2099e104-ce43-4c05-a923-a7a8b044dd6f?version=20.23.050		
#G0996	Generisk data	Gas-brennwertgerät 20-120 kw (standgerät)	Kondenserende gaskedel 20-120 kW (standalone enhed)	951fe0b1-c251-5af0-bc0d-a8b9a9792e1f	1256,711911	44,04055277	2,491622861	-325,9564753	1	stk	283	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/0b82bbb7-4048-4da5-830c-e040e9f3a929?version=20.23.050		
#G1091	Generisk data	Korklinoleum fußbodenbelag	Kork linoleumsgulv (tykkelse 0,0025 m)	c6cbc5a8-1d64-5fc8-bfe0-bacc507a68ba	4,123696574	4,590592736	0	-1,40550876	1	M2	3,1	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/f3a3bf90-a295-4aab-9bfc-af3fe20c921b?version=20.23.050		
#G0366	Generisk data	Expandierter kork	Kork, expanderet	80010bba-6905-5d2e-bd28-df1afa28c367	-86,42874329	138,1506169	0	-38,74656122	1	M3	80	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/c1d62b9b-d4bb-4220-b5b5-d078d527f457?version=20.23.050		
#G1174	Generisk data	Korkplatten 1m2, 4 mm (generisch)	Korkfliser 4 mm	b1c3c51b-84c8-5166-9b4b-fac790aa1ab6	-1,680738588	3,005698408	0	-0,641913331	1	M2	1,8	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/2d82e639-2be1-4861-92f8-944623ee385e?version=20.23.050		136
#G1169	Generisk data	Korkplatten 1m2, 6 mm (generisch)	Korkfliser 6 mm	6894bbe0-b320-5356-ab7f-2185f3af3139	-2,521107882	4,508547612	0	-0,962869997	1	M2	2,7	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/4116031f-9ee7-4ac0-93e7-972c4b2de8a0?version=20.23.050		
#G1160	Generisk data	Korkplatten 1 m², 8 mm (generisch)	Korkfliser 8 mm	4dcd9aa5-691e-51b5-b2f0-b241351cba9f	-3,361477176	6,011396816	0	-1,283826662	1	M2	3,6	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/717cc09a-e2c5-48fb-913e-24b54fc5e851?version=20.23.050		
#B1496	Branche data	-	Krydsfiner, ubehandlet (Forbrænding EoL)	94d28b85-7e2e-5717-aec8-fd6eb4361401	-599	743	0	-391	1	M3	480	kg/m³	https://www.epddanmark.dk/media/luijc3vg/md-20008-en_rev2_tr%c3%a6dk.pdf		49
#G0445	Generisk data	Kohlenstoffdioxid (r744)	Kuldioxid (R744)	d27d7100-0188-5b96-8771-61dc229a9471	1,040868048	0	0	-0,861617627	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/d2ca1ae9-8d5e-480e-bd57-70c73dd1da50?version=20.23.050		
#G0270	Generisk data	Kunststeinplatte (epoxidharz gebunden)	Kunststenplade (bundet af epoxyharpiks)	dd365182-6a26-5fb8-a848-275b2cb7c47f	26,13831961	0,384382164	0	-0,075048007	1	M2	52	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/11440edc-cfba-40af-bd2d-0db71afe444b?version=20.23.050		
#G1070	Generisk data	Kältemittel r404a	Kølemiddel (R404a)	c3f4f949-f7dc-5725-abf5-16d6b473e3e1	11,0297994	0	0	-9,131679889	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/c3ed198f-1951-4bc2-8802-372454e9b4a2?version=20.23.050		
#G0939	Generisk data	Kältemittel r404a	Kølemiddel (R407c)	f59356e4-cc14-52e4-9ab2-2afe1daf1242	11,0297994	0	0	-9,131679889	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/c3ed198f-1951-4bc2-8802-372454e9b4a2?version=20.23.050		
#G0483	Generisk data	Kältemittel r404a	Kølemiddel (R410a)	681d899b-9d38-5b55-9b62-28a95f804cfa	11,0297994	0	0	-9,131679889	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/c3ed198f-1951-4bc2-8802-372454e9b4a2?version=20.23.050		
#G0115	Generisk data	Lava körnung	Lavagrus	c00e5b54-f603-5dc9-aee2-936640be7bb0	0,003874998	0	0	0	1	kg	1100	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/e2799f93-b221-48c5-b7ee-9dd39850e379?version=20.23.050		
#G0839	Generisk data	Lehmpulver	Ler pulver	646237ae-a61f-58ce-ac32-3e935fa5a3ad	0,347658713	0,00338399	0	-0,001153429	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/514b2993-2942-44b1-a4a5-a1b209f14d2a?version=20.23.050		
#G0743	Generisk data	Stampflehmwand	Ler, stampet ler	b2d4d634-f46b-5d76-8ce2-85503230b90c	9,623675698	6,767980165	0	-2,306857693	1	M3	2000	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/3f9ebd47-f93e-4fee-859a-13700134ee3c?version=20.23.050		
#G1145	Generisk data	Lehmbauplatte	Lerplade (tykkelse 0,02 m)	1b5f8a87-2c4d-5606-8d1d-28f2ab8ee24e	0,467447463	1,823731991	0	-0,017498807	1	M2	14	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/eb255e58-7955-4d25-a333-4db0340b2864?version=20.23.050		
#G0543	Generisk data	Lehmputz	Lerpuds	9865dc97-288f-5a10-8a01-d770448e1826	98,19735787	2,895842277	0	-1,124923297	1	M3	900	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/9eae2fed-dba0-4641-b1cc-fd2cc65f2016?version=20.23.050		
#G0890	Generisk data	Steinzeugrohre dn 250	Lerrør, glaseret, DN 250	7a7f66af-2990-5648-8179-9439453ffa7b	25,34997294	0,408918244	0	-0,067934847	1	m	51	kg/m	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/d69d0bdd-c003-4038-b9b1-79bceda2e956?version=20.23.050		
#G0707	Generisk data	Lehmstein	Lersten	bcc7cf9a-8a1e-568a-a5de-d07bd3d5fdf5	91,75942393	4,060788099	0	-1,384114616	1	M3	1200	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/f25983c6-104a-4d19-8d2a-c0dccafa2f3b?version=20.23.050		
#D1597	Dansk generisk data	-	Letklinker, ekspanderet ler, nødder	20586f77-69f8-569d-9335-3d24885cca19	119,317	0	0,6435	-48,33	1	M3	0,285	ton/m³	https://vbn.aau.dk/da/publications/udvikling-af-dansk-generisk-lca-data?		70
#B1358	Branche data	-	Letklinkerblok, Massiv	20586f77-69f8-569d-9335-3d24885cca19	194	1,6	1,19	-1,1	1	M3	600	kg/m³	https://www.epddanmark.dk/media/n5xnbcl5/md-20023-da_rev1-dansk-beton-blokforeningen.pdf		70
#G0821	Generisk data	Kleber für gipsplatten	Lim til gipsplader	fea86718-7dfa-542b-91ab-f371c5d7b4e0	0,100682742	0	0,016092732	0	1	kg	1000	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/fc442d0a-fbc4-4304-ace8-24304756e2df?version=20.23.050		
#G1154	Generisk data	Linoleum	Linoleum gulvbelægning (tykkelse 0,0025 m)	08add22b-8f81-5a8c-8855-42abfd575195	4,078558043	4,4425091	0	-1,360169767	1	M2	3	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/c3d7aef9-38a6-4d2a-a77f-2eee25461482?version=20.23.050		73
#G0993	Generisk data	Lithium eisenphosphat (lfp) batterie (pro 1kwh speicherkapazität)	Lithium jernfosfat (LiFePO4) batteri (1 kWh lagring)	6bd374c9-2d6b-50f3-a6ac-aabe0d480c3b	272,5467984	0	22,45002493	-32,62436731	1	stk	23,3	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/c64f9557-37d7-40f6-b118-a35dc72fc45c?version=20.23.050		
#G0813	Generisk data	Lithiumbromid	Lithiumbromid	3ad80773-78c8-50e2-9d2c-b97ce3be91b0	10,99356478	0	12,1478024	0	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/f877e931-42b3-4675-a6ea-82ad950eb831?version=20.23.050		
#G0666	Generisk data	Flüssiggastank 2700 l/1,2 t (unterirdisch)	LPG tank 2700 l / 1,2 t (underjordisk)	e909d617-9652-5655-971e-b9194a5522a0	2149,115631	53,67997014	0,680808045	-996,0956715	1	stk	773	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/2424aa0d-0a25-447e-9d2b-a9903a9956fa?version=20.23.050		
#G0909	Generisk data	Flüssiggastank 2700 l/1,2 t (oberirdisch)	LPG tank 2700 l / t 1,2 (overjordiske)	7ba2a15e-60dc-561a-9b0f-e0397ec1f9fd	1737,169978	0	0,46616342	-687,8650791	1	stk	648	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/2dce11cf-7975-4215-8d0c-2d7760595853?version=20.23.050		
#G0566	Generisk data	Flüssiggastank 4850 l/2,1 t (unterirdisch)	LPG tank 4850 l / 2,1 t (underjordisk)	7ca91977-e134-5290-8fbd-9d48aac34815	3103,271504	77,34533332	0,982841811	-1438,027298	1	stk	1117	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/eba7908d-7cd5-48f8-a707-91954f68ec80?version=20.23.050		
#G0913	Generisk data	Flüssiggastank 4850 l/2,1t (oberirdisch)	LPG tank 4850 l / 2,1t (overjordiske)	45d35075-9cdf-54cd-bb65-8730af02165c	2790,203517	0	0,915253835	-1350,537441	1	stk	1040	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/58b82b81-40bd-4c25-b8f2-c14dab8619da?version=20.23.050		
#G0815	Generisk data	Flüssiggastank 6400 l/2,9 t (unterirdisch)	LPG tank 6400 l / 2,9 t (underjordisk)	37b4c55a-2f19-5320-bfc8-03bcdfd18f90	3862,866729	96,39306466	1,223307155	-1789,840184	1	stk	1390	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/c28a0d9c-8582-4a4e-b848-9f194a52317c?version=20.23.050		
#G0312	Generisk data	Flüssiggastank 6400 l/2,9 t (oberirdisch)	LPG tank 6400 l / t 2,9 (overjordiske)	29557cec-1dd8-5f07-a0df-43f07486ded5	3138,978956	0	1,029660565	-1519,354621	1	stk	1170	kg/stk.	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/90131f95-e18b-4d64-99dd-efbdecba1d6e?version=20.23.050		
#G0861	Generisk data	"Kalziumhydroxid (ca(oh)2, trocken; gelöscht)"	Læsket kalk, pulver	20b2cec2-4767-525c-93e1-54ce5944e08f	1,114630356	0	0	0	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/759f9742-cd53-4b8f-b8ae-dec49c3378e9?version=20.23.050		
#G1085	Generisk data	Marmorplatte	Marmorplade (tykkelse 0,02 m)	ab5b16ef-f24c-5287-8208-f77b0c9b5326	15,58835742	0,384382164	0	-0,075048007	1	M2	52	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/02ec5054-ace1-4ffc-a46b-92be3bedb416?version=20.23.050		
#G0647	Generisk data	Melaminharz-schaum	Melamin-skum	aeccc9fa-fbf4-59ff-af60-1557d08575a2	6,470063546	2,111098393	0	-0,616815797	1	kg	10	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/cc54d8cb-f26c-41ea-a152-8b28f7fb5b1d?version=20.23.050		
#G0206	Generisk data	Messing-bauteil	Messing	543e900e-c9ed-5d66-80b2-814b3d0c7c1f	1,295737058	0	0	0,01369198	1	kg	8750	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/3d5b565c-187b-4413-ab45-3eaa89ede35d?version=20.23.050		
#D1548	Dansk generisk data	-	Mineraluld, trykfast til tagsystem	c878f4b6-3686-552f-a995-3b269f92368d	2,97	0	0,06534	0	1	M3	115	kg/m³	https://vbn.aau.dk/da/publications/udvikling-af-dansk-generisk-lca-data?		15
#D1534	Dansk generisk data	-	Mineraluld, alm.	d46da4f1-8ceb-5c1e-9368-958bf9ad844f	0,78177	0	0,039468	-0,05283	1	M3	27,75	kg/m³	https://vbn.aau.dk/da/publications/udvikling-af-dansk-generisk-lca-data?		6
#D1544	Dansk generisk data	-	Mineraluld, løsfyld	e01a23c2-da7a-50e0-ae3c-3ce13abfe66c	0,89705	0	0,004928	0	1	M3	25	kg/m³	https://vbn.aau.dk/da/publications/udvikling-af-dansk-generisk-lca-data?		
#D1542	Dansk generisk data	-	Mineraluld, facadesystem	631c85cb-a717-5dfe-b615-80c77064b514	4,3043	0,04609	0,0473473	-0,07497	1	M3	78,25	kg/m³	https://vbn.aau.dk/da/publications/udvikling-af-dansk-generisk-lca-data?		
#D1573	Dansk generisk data	-	Mørtel, cementmørtel	abb5ef30-cd82-5385-be74-28e81b729e90	366,3	2,981	19,69	-1,818	1	ton	1660	kg/m³	https://vbn.aau.dk/da/publications/udvikling-af-dansk-generisk-lca-data?		58
#D1582	Dansk generisk data	-	Mørtel, fliseklæber	35e71379-ee8b-569b-a2c0-2f8596c0631b	1,496	0,4719	0,01881	-0,03141	1	kg	1700	kg/m³	https://vbn.aau.dk/da/publications/udvikling-af-dansk-generisk-lca-data?		
#G0617	Generisk data	Natursteinplatte, weich, fassade (40mm)	Naturstenplade, blød, facade	8cc9ef5a-4e6b-50fa-b1e1-3754126c3c22	15,64687998	0,70365616	0	-0,163760441	1	M2	104	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/ed73e591-97c9-4348-b3b0-5c88a6f4e1dc?version=20.23.050		
#G1082	Generisk data	Natursteinplatte, weich, innenboden, dicke 20mm	Naturstenplade, blød, gulv	80023c6d-3032-53c2-a004-f4552e8d491a	14,29357369	0,35182808	0	-0,081880221	1	M2	52	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/98c9f1b8-ff8c-4089-bd94-ec58b3fa1bf5?version=20.23.050		
#G1108	Generisk data	Natursteinplatte, hart, fassade (30mm)	Naturstenplade, hård, facade	66a24e62-c29f-57c8-9cc9-ca450de506d4	30,97133393	0,52774212	0	-0,122820331	1	M2	78	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/ffadb112-7271-460a-aaec-60135df38fba?version=20.23.050		
#G1088	Generisk data	Natursteinplatte, hart, innenboden (20mm)	Naturstenplade, hård, gulv	434be529-6838-51e5-ae3f-bd3cd0b288ca	30,29542687	0,35182808	0	-0,081880221	1	M2	52	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/1e8f900e-eda3-43d9-b2cc-746dc1798a40?version=20.23.050		
#G1102	Generisk data	Natursteinplatte, hart, außenbereich, dicke 80mm	Naturstensplade, udendørsbrug	5d63ef48-7804-59b7-8089-bf76b122c7ab	5,904042323	1,40731232	0	-0,327520883	1	M2	208	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/72d8921b-8ac0-471b-943a-47871bd8d76a?version=20.23.050		
#G1111	Generisk data	Dampfbremse PET gitterverstärkt	Net-forstærket dampspærre PET	c1bf5ad9-1dff-5f44-9237-886b9566221e	0,488563757	0,330693807	0	-0,077374954	1	M2	0,12	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/b86a5061-4138-4a1a-889d-0c53f4868f49?version=20.23.050		
#G0635	Generisk data	Nylon gussteil (pa 6.6)	Nylonstøbning (PA 6.6)	424c1833-05c0-5d17-8202-7619ede9a9bd	10,37012432	2,872490517	0	-0,827777012	1	kg	1070	kg/m³	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/d62953d2-61e8-427b-ada2-8a3c4e9756c1?version=20.23.050		
#G1292	Generisk data	Oriented Strand Board (German average)	OSB-plade	58c088b7-0a08-5c26-9022-e1d2d84cd31d	-639,3	983,2	0	-165,5	1	M3	600	kg/m³	https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=aab0ed28-e5b0-43d6-a932-4cdc4770c518&version=01.00.025&stock=OBD_2023_I&lang=en		150
#G1186	Generisk data	VELUX PUR dachfenster (zweifachverglasung)	Ovenlyskuppel, plast (komplet ovenlys)	7e7523e5-c203-5c94-8920-417f4ef50491	123,71	27,3	1,06	-37,4	1	M2	44,2	kg/m²	https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/5405b63f-9a3e-4a33-adda-07f86556e031?format=html&lang=en&version=00.03.000		
#G0143	Generisk data	Eloxieren von aluminiumblech	Overflade, Anodisering af aluminiumplade	97cd1652-ab3d-532f-b08b-26a0d9e4c2d7	5,490337225	0	0	0	1	M2	1	kg/m²	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/e9920105-0f1a-4452-9a08-47289dc04116?version=20.23.050		
#G1061	Generisk data	Fassadenfarbe dispersionsfarbe	Overflade, Facademaling, akryl maling	91b029e2-8286-52f7-a895-e607be6d1769	2,080575219	0	0,016092732	-0,003500135	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/539f5cd0-4e0a-4aae-87eb-e018dbebea4d?version=20.23.050		114
#G0092	Generisk data	Fassadenfarbe voranstrich dispersion	Overflade, Facademaling, grunder, dispersion	c55132d9-697e-5b62-a687-d8dffa6a9c31	0,877313719	0	0,016092732	-0,004666847	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/f830ac7f-04a0-46e0-a5ed-1b66a09555f5?version=20.23.050		
#G0493	Generisk data	Fassadenfarbe voranstrich silikat-dispersion	Overflade, Facademaling, grunder, silikat	4a8e2389-b022-50b0-b860-3166f788659f	0,820659218	0	0,016092732	-0,004666847	1	kg	1	kg/kg	https://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/e6a19775-cdd4-40a5-a3bc-8d567c1cd4cc?version=20.23.050		
